NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE_NO,CUSINE_TYPE,TIMING,RATING_TYPE,RATING,VOTES
Lamore Food Factory,200,"Bakery,Continental",Delhi NCR,Sector 6-- Noida,https://www.zomato.com/ncr/lamore-food-factory-sector-6-noida/info,336,Quick Bites,7am to 4am(Mon-Sun),None,NEW,NEW
Vintage Tadka,500,North Indian,Delhi NCR,Golf Course Road,https://www.zomato.com/ncr/vintage-tadka-golf-course-road-gurgaon/info,336,none,11am to 4am(Mon-Sun),None,NEW,NEW
Bake'N'Cake,200,Bakery,Delhi NCR,Sector 8-- Noida,https://www.zomato.com/ncr/bakencake-1-sector-8-noida/info,336,Bakery,10am to 2am(Mon-Sun),None,NEW,NEW
Chinese Bell,500,Chinese,Delhi NCR,Rajouri Garden,https://www.zomato.com/ncr/chinese-bell-rajouri-garden-new-delhi/info,336,none,11am to 1am(Mon-Sun),None,NEW,NEW
Atta Chicken,400,"North Indian,Mughlai",Delhi NCR,Tilak Nagar,https://www.zomato.com/ncr/atta-chicken-tilak-nagar-new-delhi/info,336,Quick Bites,12noon to 2am(Mon-Sun),None,NEW,NEW
Punjabi Kitchen,400,"North Indian,South Indian",Delhi NCR,Sector 63-- Noida,https://www.zomato.com/ncr/punjabi-kitchen-sector-63-noida/info,336,none,"11am to 330pm,630pm to 2am(Mon-Sun)",None,NEW,NEW
Chinese Lovers,200,Chinese,Delhi NCR,Sector 71-- Noida,https://www.zomato.com/ncr/chinese-lovers-sector-71-noida/info,336,Quick Bites,24,None,NEW,NEW
Brajwasi Kitchen,200,North Indian,Delhi NCR,Phi 3,https://www.zomato.com/ncr/brajwasi-kitchen-phi-3-greater-noida/info,336,none,24,None,NEW,NEW
The Waffle Heaven,350,Desserts,Delhi NCR,Lajpat Nagar 4,https://www.zomato.com/ncr/the-waffle-heaven-lajpat-nagar-4-new-delhi/info,336,none,NA,None,Opening,Opening
Bowl Nation,300,"North Indian,Fast Food",Delhi NCR,Rajouri Garden,https://www.zomato.com/ncr/bowl-nation-rajouri-garden-new-delhi/info,336,none,11am to 1am(Mon-Sun),None,NEW,NEW
Sahib Hotel,300,North Indian,Delhi NCR,Paharganj,https://www.zomato.com/ncr/sahib-hotel-paharganj-new-delhi/info,336,Quick Bites,"6am to 1130pm,12midnight to 1am(Mon-Sun)",None,NEW,NEW
Nizam E Khaas,500,North Indian,Delhi NCR,Sector 23-- Gurgaon,https://www.zomato.com/ncr/nizam-e-khaas-sector-23-gurgaon/info,336,none,"12noon to 2am(Mon,Tue,Wed,Fri,Sat,Sun)...",None,NEW,NEW
Singh vs kaur Punjabi Rasoi,200,"Fast Food,North Indian",Delhi NCR,Model Town 1,https://www.zomato.com/ncr/singh-vs-kaur-punjabi-rasoi-model-town-new-delhi/info,336,none,24,None,NEW,NEW
World Of Pizzeria Bistro,400,"Italian,North Indian,Fast Food",Delhi NCR,Raj Nagar,https://www.zomato.com/ncr/world-of-pizzeria-bistro-raj-nagar-ghaziabad/info,337,Quick Bites,"630pm to 3am(Mon-Fri),11am to 3am(Sat-Sun)",None,NEW,NEW
Late Nyt Craving,150,"North Indian,Street Food",Delhi NCR,Tagore Garden,https://www.zomato.com/ncr/late-nyt-craving-tagore-garden-new-delhi/info,337,Quick Bites,6am to 530am(Mon-Sun),None,NEW,NEW
NCR Food Point,300,"North Indian,Chinese",Delhi NCR,Sector 49-- Noida,https://www.zomato.com/ncr/ncr-food-point-sector-49-noida/info,337,Quick Bites,7pm to 3am(Mon-Sun),None,NEW,NEW
Md Hospitality,400,"Chinese,North Indian",Delhi NCR,Sector 31-- Gurgaon,https://www.zomato.com/ncr/md-hospitality-sector-31-gurgaon/info,337,none,7am to 2am(Mon-Sun),None,NEW,NEW
Salt & Curry,300,"North Indian,Chinese",Delhi NCR,Indirapuram,https://www.zomato.com/ncr/salt-curry-indirapuram-ghaziabad/info,337,none,8am to 3am(Mon-Sun),None,NEW,NEW
The Midnight Hunters,500,"North Indian,Chinese",Delhi NCR,Malviya Nagar,https://www.zomato.com/ncr/the-midnight-hunters-malviya-nagar-new-delhi/info,337,none,2pm to 2am(Mon-Sun),None,NEW,NEW
Cakes And Pastries Factory,250,"Bakery,Fast Food,Street Food",Delhi NCR,Sector 7-- Dwarka,https://www.zomato.com/ncr/cakes-and-pastries-factory-sector-7-dwarka-new-delhi/info,337,Bakery,8am to 4am(Mon-Sun),None,NEW,NEW
MD Hospitality,200,"North Indian,Chinese,Mughlai",Delhi NCR,DLF Phase 3,https://www.zomato.com/ncr/md-hospitality-dlf-phase-3-gurgaon/info,337,Quick Bites,7am to 2am(Mon-Sun),None,NEW,NEW
Mr And Mrs Biryani,500,North Indian,Delhi NCR,Sector 63-- Noida,https://www.zomato.com/ncr/mr-and-mrs-biryani-sector-63-noida/info,337,none,"1130am to 4pm,630pm to 1am(Mon-Sun)",None,NEW,NEW
Favorite Flavour,150,"Desserts,Beverages,Fast Food",Delhi NCR,Malviya Nagar,https://www.zomato.com/ncr/favorite-flavour-malviya-nagar-new-delhi/info,337,Quick Bites,8am to 4am(Mon-Sun),None,NEW,NEW
Ncr Da Dhaba,400,"North Indian,Chinese",Delhi NCR,Sector 41-- Noida,https://www.zomato.com/ncr/ncr-da-dhaba-sector-41-noida/info,337,none,7pm to 3am(Mon-Sun),None,NEW,NEW
Meal 8,200,North Indian,Delhi NCR,Sector 41-- Noida,https://www.zomato.com/ncr/meal-8-sector-41-noida/info,337,none,11am to 4am(Mon-Sun),None,NEW,NEW
Foodies Corner & More,300,"Chinese,Italian",Delhi NCR,Sector 14-- Dwarka,https://www.zomato.com/ncr/foodies-corner-more-sector-14-dwarka-new-delhi/info,337,Quick Bites,11am to 4am(Mon-Sun),None,NEW,NEW
Lamore Food Factory,200,"Bakery,Continental",Delhi NCR,Sector 6-- Noida,https://www.zomato.com/ncr/lamore-food-factory-sector-6-noida/info,337,Quick Bites,7am to 4am(Mon-Sun),None,NEW,NEW
Vintage Tadka,500,North Indian,Delhi NCR,Golf Course Road,https://www.zomato.com/ncr/vintage-tadka-golf-course-road-gurgaon/info,337,none,11am to 4am(Mon-Sun),None,NEW,NEW
U & Me,500,North Indian,Delhi NCR,Sector 71-- Noida,https://www.zomato.com/ncr/u-me-1-sector-71-noida/info,338,none,12noon to 4am(Mon-Sun),None,NEW,NEW
Mr Rolls,500,Rolls,Delhi NCR,Rajouri Garden,https://www.zomato.com/ncr/mr-rolls-rajouri-garden-new-delhi/info,338,none,11am to 1am(Mon-Sun),None,NEW,NEW
Chinese Trail,500,"North Indian,Chinese,Fast Food",Delhi NCR,Rajouri Garden,https://www.zomato.com/ncr/chinese-trail-rajouri-garden-new-delhi/info,338,none,11am to 1am(Mon-Sun),None,NEW,NEW
Shahi Darbar,250,"Biryani,North Indian",Delhi NCR,Paschim Vihar,https://www.zomato.com/ncr/shahi-darbar-paschim-vihar-new-delhi/info,338,Quick Bites,9am to 2am(Mon-Sun),None,NEW,NEW
Ratri Bhog,450,"North Indian,Chinese",Delhi NCR,Kirti Nagar,https://www.zomato.com/ncr/ratri-bhog-kirti-nagar-new-delhi/info,338,Quick Bites,24,None,NEW,NEW
Chinese Chaska,300,Chinese,Delhi NCR,Mehrauli,https://www.zomato.com/ncr/chinese-chaska-mehrauli-new-delhi/info,338,Quick Bites,11am to 4am(Mon-Sun),None,NEW,NEW
Shake O Bar,500,"Fast Food,Juices",Delhi NCR,DLF Phase 3,https://www.zomato.com/ncr/shake-o-bar-dlf-phase-3-gurgaon/info,338,none,24,None,NEW,NEW
B2 Zyaka,150,"North Indian,Chinese",Delhi NCR,Mukherjee Nagar,https://www.zomato.com/ncr/b2-zyaka-mukherjee-nagar-new-delhi/info,338,none,24,None,NEW,NEW
Dawat-E-Khas,300,"North Indian,Chinese",Delhi NCR,Sector 45-- Noida,https://www.zomato.com/ncr/dawat-e-khas-sector-45-noida/info,338,Quick Bites,12noon to 2am(Mon-Sun),None,NEW,NEW
Roti Te Boti,600,"North Indian,Chinese",Delhi NCR,Sector 22-- Gurgaon,https://www.zomato.com/ncr/roti-te-boti-sector-22-gurgaon/info,338,none,12noon to 3am(Mon-Sun),None,NEW,NEW
Taste of Punjab,300,"North Indian,Chinese",Delhi NCR,Sector 50-- Noida,https://www.zomato.com/ncr/taste-of-punjab-sector-50-noida/info,338,none,1145am to 2am(Mon-Sun),None,NEW,NEW
Juice O Bar,500,"Fast Food,Juices",Delhi NCR,Sector 43-- Gurgaon,https://www.zomato.com/ncr/juice-o-bar-sector-43-gurgaon/info,338,none,24,None,NEW,NEW
Game Of Spices,250,"North Indian,Chinese,Fast Food",Delhi NCR,Najafgarh,https://www.zomato.com/ncr/game-of-spices-najafgarh-new-delhi/info,338,none,1pm to 1am(Mon-Sun),None,NEW,NEW
Bhook Lagi Hai,400,"North Indian,Mughlai,Chinese",Delhi NCR,Sector 12-- Noida,https://www.zomato.com/ncr/bhook-lagi-hai-sector-12-noida/info,338,none,4pm to 1am(Mon-Sun),None,NEW,NEW
Baking Buns,300,"Fast Food,Italian",Delhi NCR,Adchini,https://www.zomato.com/ncr/baking-buns-adchini-new-delhi/info,338,Quick Bites,NA,None,Opening,Opening
EAT 24x7,600,"Fast Food,North Indian",Delhi NCR,Sector 43-- Gurgaon,https://www.zomato.com/ncr/eat-24x7-sector-43-gurgaon/info,339,none,24,None,NEW,NEW
Chowdhary Bhojnalya,250,North Indian,Delhi NCR,Govind Puram,https://www.zomato.com/ncr/chowdhary-bhojnalya-govind-puram-ghaziabad/info,339,Bhojanalya,7am to 4am(Mon-Sun),None,NEW,NEW
Foodies Ka Moody Tym,300,"Chinese,Fast Food,North Indian",Delhi NCR,Rajouri Garden,https://www.zomato.com/ncr/foodies-ka-moody-tym-rajouri-garden-new-delhi/info,339,Quick Bites,8am to 4am(Mon-Sun),None,NEW,NEW
Bun Mein Dum,300,"Fast Food,Burger,Pizza,Beverages",Delhi NCR,Indirapuram,https://www.zomato.com/ncr/bun-mein-dum-indirapuram-ghaziabad/info,339,Quick Bites,6pm to 4am(Mon-Sun),None,NEW,NEW
Tandoori Trail,500,"North Indian,Chinese",Delhi NCR,Sector 56-- Gurgaon,https://www.zomato.com/ncr/tandoori-trail-sector-56-gurgaon/info,339,none,11am to 2am(Mon-Sun),None,NEW,NEW
Biryaan Pukht,250,"Biryani,Kebab",Delhi NCR,Vasant Vihar,https://www.zomato.com/ncr/biryaan-pukht-vasant-vihar-new-delhi/info,339,Quick Bites,11am to 1am(Mon-Sun),None,NEW,NEW
Yonaka,800,"Oriya,Asian,Sushi",Delhi NCR,Hauz Khas,https://www.zomato.com/ncr/yonaka-hauz-khas-new-delhi/info,339,none,7pm to 5am(Mon-Sun),None,NEW,NEW
Spicy Patola,400,"North Indian,Chinese,Mughlai,Fast Food,Rolls",Delhi NCR,Rajouri Garden,https://www.zomato.com/ncr/spicy-patola-rajouri-garden-new-delhi/info,339,none,8pm to 6am(Mon-Sun),None,NEW,NEW
Thali Trail,500,"North Indian,Chinese,Fast Food",Delhi NCR,Rajouri Garden,https://www.zomato.com/ncr/thali-trail-rajouri-garden-new-delhi/info,339,none,11am to 1am(Mon-Sun),None,NEW,NEW
Karim's Delhi 59,250,"Biryani,North Indian",Delhi NCR,Uttam Nagar,https://www.zomato.com/ncr/karims-delhi-59-uttam-nagar-new-delhi/info,339,Quick Bites,9am to 2am(Mon-Sun),None,NEW,NEW
Metro Restaurant,400,"North Indian,Fast Food",Delhi NCR,Tilak Nagar,https://www.zomato.com/ncr/metro-restaurant-tilak-nagar-new-delhi/info,339,none,7pm to 4am(Mon-Sun),None,NEW,NEW
U & Me,500,North Indian,Delhi NCR,Sector 71-- Noida,https://www.zomato.com/ncr/u-me-1-sector-71-noida/info,339,none,12noon to 4am(Mon-Sun),None,NEW,NEW
Mr Rolls,500,Rolls,Delhi NCR,Rajouri Garden,https://www.zomato.com/ncr/mr-rolls-rajouri-garden-new-delhi/info,339,none,11am to 1am(Mon-Sun),None,NEW,NEW
Chinese Trail,500,"North Indian,Chinese,Fast Food",Delhi NCR,Rajouri Garden,https://www.zomato.com/ncr/chinese-trail-rajouri-garden-new-delhi/info,339,none,11am to 1am(Mon-Sun),None,NEW,NEW
Shahi Darbar,250,"Biryani,North Indian",Delhi NCR,Paschim Vihar,https://www.zomato.com/ncr/shahi-darbar-paschim-vihar-new-delhi/info,339,Quick Bites,9am to 2am(Mon-Sun),None,NEW,NEW
Allespay 24/7,600,"Fast Food,North Indian",Delhi NCR,Punjabi Bagh,https://www.zomato.com/ncr/allespay-24-7-punjabi-bagh-new-delhi/info,34,none,12noon to 12noon(Mon-Sun),None,NEW,NEW
Royal Pizza,350,Fast Food,Delhi NCR,Rohini,https://www.zomato.com/ncr/royal-pizza-rohini-new-delhi/info,34,none,11am to 2am(Mon-Sun),None,NEW,NEW
Healthy Express,400,"Healthy Food,North Indian",Delhi NCR,Sector 43-- Gurgaon,https://www.zomato.com/ncr/healthy-express-sector-43-gurgaon/info,34,Quick Bites,9am to 2am(Mon-Sun),None,NEW,NEW
Dhadoom,400,"Fast Food,Pizza,Sandwich,Beverages",Delhi NCR,Sector 14-- Gurgaon,https://www.zomato.com/ncr/dhadoom-1-sector-14-gurgaon/info,34,Quick Bites,"11am to 12midnight(Mon-Tue),12noon to 12midnight...",Good,3.9,44
Rollmaal,350,"Street Food,Rolls,Desserts,Beverages",Delhi NCR,Supermart 1-- DLF Phase 4,https://www.zomato.com/ncr/rollmaal-dlf-phase-4-gurgaon/info,34,Quick Bites,11am to 1am(Mon-Sun),Good,3.7,569
Black Brown Coffee,650,"Cafe,Japanese",Delhi NCR,Ambience Mall-- DLF Phase 3,https://www.zomato.com/ncr/black-brown-coffee-2-dlf-phase-3-gurgaon/info,34,Café,9am to 1am(Mon-Sun),Good,3.6,35
The Second Wife Restaurant,600,"Biryani,Fast Food,North Indian,Mughlai,Afghan",Delhi NCR,Sector 45-- Noida,https://www.zomato.com/ncr/the-second-wife-restaurant-sector-45-noida/info,34,none,"6pm to 4am(Mon,Wed,Thu,Fri,Sat,Sun),Closed...",Very Good,4.1,508
The DingDong Pizzeria,700,"Italian,Pizza",Delhi NCR,Cross Point Mall-- DLF Phase 4,https://www.zomato.com/ncr/the-dingdong-pizzeria-dlf-phase-4-gurgaon/info,34,Quick Bites,1130am to 3am(Mon-Sun),Very Good,4.2,263
Roll X,200,Rolls,Delhi NCR,Kalkaji,https://www.zomato.com/ncr/roll-x-kalkaji-new-delhi/info,34,Quick Bites,12noon to 2am(Mon-Sun),Good,3.7,19
Prabhu Prantha King,200,"North Indian,Chinese",Delhi NCR,Knowledge Park,https://www.zomato.com/ncr/prabhu-prantha-king-knowledge-park-greater-noida/info,34,Quick Bites,4pm to 4am(Mon-Sun),Good,3.6,51
The Streat,400,"North Indian,Chinese",Delhi NCR,DLF Phase 2,https://www.zomato.com/ncr/the-streat-1-dlf-phase-2-gurgaon/info,34,Quick Bites,1215pm to 230am(Mon-Sun),Very Good,4.2,284
Chawla-Chicken.com,500,"North Indian,Mughlai",Delhi NCR,Sector 7-- Noida,https://www.zomato.com/ncr/chawla-chicken-com-sector-7-noida/info,34,none,"12midnight to 4am,12noon to 12midnight(Mon-Sun)",Very Good,4.1,474
Saravana Bhavan,500,"South Indian,Desserts,Beverages",Delhi NCR,Connaught Place,https://www.zomato.com/ncr/saravana-bhavan-connaught-place-new-delhi/info,34,Casual Dining,8am to 11pm(Mon-Sun),Very Good,4.2,7587
Pind Junction,550,"North Indian,Fast Food,Chinese,Burger",Delhi NCR,South City 2,https://www.zomato.com/ncr/pind-junction-south-city-2-gurgaon/info,34,Quick Bites,"12noon to 3pm,6pm to 2am(Mon-Sun)",Good,3.8,129
SON OF A BUN,600,Burger,Delhi NCR,Sector 14-- Faridabad,https://www.zomato.com/ncr/son-of-a-bun-sector-14-faridabad/info,34,none,4pm to 2am(Mon-Sun),Good,3.9,138
Delhi 6 Ke Paranthe Or Rolls,300,"North Indian,Beverages,Rolls",Delhi NCR,Indirapuram,https://www.zomato.com/ncr/delhi-6-ke-paranthe-or-rolls-indirapuram-ghaziabad/info,340,none,1130am to 4am(Mon-Sun),None,NEW,NEW
4am - What's In The Fridge,300,"Fast Food,North Indian,Pizza,Beverages",Delhi NCR,Janakpuri,https://www.zomato.com/ncr/4am-whats-in-the-fridge-janakpuri-new-delhi/info,340,none,NA,None,Opening,Opening
Night king Delivers,150,"North Indian,Chinese,Burger,Pizza,Fast Food",Delhi NCR,Janakpuri,https://www.zomato.com/ncr/night-king-delivers-janakpuri-new-delhi/info,340,none,NA,None,Opening,Opening
Veg Food Hub,400,"North Indian,Chinese",Delhi NCR,Pitampura,https://www.zomato.com/ncr/veg-food-hub-pitampura-new-delhi/info,340,Quick Bites,11am to 4am(Mon-Sun),None,NEW,NEW
Pind Paratha,300,North Indian,Delhi NCR,DLF Phase 4,https://www.zomato.com/ncr/pind-paratha-dlf-phase-4-gurgaon/info,340,none,NA,None,Opening,Opening
Tandoor - X,450,"North Indian,Chinese",Delhi NCR,DLF Phase 3,https://www.zomato.com/ncr/tandoor-x-dlf-phase-3-gurgaon/info,340,Quick Bites,9am to 4am(Mon-Sun),None,NEW,NEW
VCOOQ,495,North Indian,Delhi NCR,Sector 23-- Dwarka,https://www.zomato.com/ncr/vcooq-sector-23-dwarka-new-delhi/info,340,Quick Bites,8am to 4am(Mon-Sun),None,NEW,NEW
Knight Riders,500,"North Indian,Chinese",Delhi NCR,Sector 65-- Noida,https://www.zomato.com/ncr/knight-riders-sector-65-noida/info,340,Quick Bites,"12noon to 12midnight(Mon-Thu),3pm to 4am(Fri-Sun)",None,NEW,NEW
Thalis of Nation,500,"North Indian,South Indian,Healthy Food,Juices",Delhi NCR,Jangpura,https://www.zomato.com/ncr/thalis-of-nation-jangpura-new-delhi/info,340,none,24,None,NEW,NEW
Dil-E-Lazeez,0,"North Indian,Chinese,Awadhi",Delhi NCR,Vasant Kunj,https://www.zomato.com/ncr/dil-e-lazeez-vasant-kunj-new-delhi/info,340,none,1230pm to 1am(Mon-Sun),None,NEW,NEW
Lazy Drinks,300,"North Indian,Chinese,Beverages",Delhi NCR,Uttam Nagar,https://www.zomato.com/ncr/lazy-drinks-uttam-nagar-new-delhi/info,340,Quick Bites,8am to 4am(Mon-Sun),Not rated,-,-
Mr & Mrs Biryani,400,Lucknowi,Delhi NCR,Gamma 1,https://www.zomato.com/ncr/mr-mrs-biryani-gamma-1-greater-noida/info,340,Quick Bites,10am to 2am(Mon-Sun),Not rated,-,-
Roll Cravings,200,"Rolls,Fast Food",Delhi NCR,Rohini,https://www.zomato.com/ncr/roll-cravings-rohini-new-delhi/info,340,none,1230pm to 4am(Mon-Sun),None,NEW,NEW
24 Hours Cake Delivery,300,Bakery,Delhi NCR,Sushant Lok,https://www.zomato.com/ncr/24-hours-cake-delivery-sushant-lok-gurgaon/info,340,Bakery,12midnight to 10pm(Mon-Sun),Not rated,-,-
Thali.com,350,Chinese,Delhi NCR,Sector 14-- Gurgaon,https://www.zomato.com/ncr/thali-com-sector-14-gurgaon/info,340,Casual Dining,"1230pm to 3am(Mon-Tue),11am to 4am(Wed,Thu...",Not rated,-,-
AnyTime Combos,200,"North Indian,Chinese,Fast Food,Continental",Delhi NCR,Vasant Kunj,https://www.zomato.com/ncr/anytime-combos-vasant-kunj-new-delhi/info,341,none,12noon to 230am(Mon-Sun),None,NEW,NEW
Nawabi Potlee,500,"North Indian,Chinese",Delhi NCR,Sector 23-- Gurgaon,https://www.zomato.com/ncr/nawabi-potlee-sector-23-gurgaon/info,341,none,12noon to 2am(Mon-Sun),None,NEW,NEW
The Only Way,250,"Healthy Food,Fast Food",Delhi NCR,Rohini,https://www.zomato.com/ncr/the-only-way-rohini-new-delhi/info,341,none,8am to 6am(Mon-Sun),None,NEW,NEW
Bawarchi Chaska,500,"Chinese,North Indian",Delhi NCR,Sector 39-- Gurgaon,https://www.zomato.com/ncr/bawarchi-chaska-sector-39-gurgaon/info,341,none,7am to 4am(Mon-Sun),None,NEW,NEW
Royal Food,500,"North Indian,Chinese",Delhi NCR,Malviya Nagar,https://www.zomato.com/ncr/royal-food-malviya-nagar-new-delhi/info,341,none,2pm to 2am(Mon-Sun),None,NEW,NEW
Punjabi Ghar Ka Swad,500,North Indian,Delhi NCR,Vaishali,https://www.zomato.com/ncr/punjabi-ghar-ka-swad-1-vaishali-ghaziabad/info,341,none,24,None,NEW,NEW
The Green Chilly,500,Chinese,Delhi NCR,Sector 7-- Dwarka,https://www.zomato.com/ncr/the-green-chilly-sector-7-dwarka-new-delhi/info,341,none,12noon to 1am(Mon-Sun),None,NEW,NEW
The Mid Night Hub,500,"North Indian,Chinese",Delhi NCR,Lajpat Nagar 1,https://www.zomato.com/ncr/the-mid-night-hub-lajpat-nagar-1-new-delhi/info,341,Quick Bites,8pm to 6am(Mon-Sun),None,NEW,NEW
Bitesupp,300,"North Indian,Chinese",Delhi NCR,Pitampura,https://www.zomato.com/ncr/bitesupp-pitampura-new-delhi/info,341,none,"Closed(Mon),12noon to 4am(Tue-Sun)",None,NEW,NEW
Munchie,300,"Fast Food,Chinese",Delhi NCR,Sector 49-- Noida,https://www.zomato.com/ncr/munchie-sector-49-noida/info,341,Quick Bites,10am to 2am(Mon-Sun),None,NEW,NEW
Shahi Masala,250,"North Indian,Chinese,Fast Food",Delhi NCR,Rajouri Garden,https://www.zomato.com/ncr/shahi-masala-rajouri-garden-new-delhi/info,341,none,11am to 1am(Mon-Sun),None,NEW,NEW
Delhi 6 Ke Paranthe Or Rolls,300,"North Indian,Beverages,Rolls",Delhi NCR,Indirapuram,https://www.zomato.com/ncr/delhi-6-ke-paranthe-or-rolls-indirapuram-ghaziabad/info,341,none,1130am to 4am(Mon-Sun),None,NEW,NEW
4am - What's In The Fridge,300,"Fast Food,North Indian,Pizza,Beverages",Delhi NCR,Janakpuri,https://www.zomato.com/ncr/4am-whats-in-the-fridge-janakpuri-new-delhi/info,341,none,NA,None,Opening,Opening
Night king Delivers,150,"North Indian,Chinese,Burger,Pizza,Fast Food",Delhi NCR,Janakpuri,https://www.zomato.com/ncr/night-king-delivers-janakpuri-new-delhi/info,341,none,NA,None,Opening,Opening
Veg Food Hub,400,"North Indian,Chinese",Delhi NCR,Pitampura,https://www.zomato.com/ncr/veg-food-hub-pitampura-new-delhi/info,341,Quick Bites,11am to 4am(Mon-Sun),None,NEW,NEW
Pind Paratha,300,North Indian,Delhi NCR,DLF Phase 4,https://www.zomato.com/ncr/pind-paratha-dlf-phase-4-gurgaon/info,342,none,NA,None,Opening,Opening
Tandoor - X,450,"North Indian,Chinese",Delhi NCR,DLF Phase 3,https://www.zomato.com/ncr/tandoor-x-dlf-phase-3-gurgaon/info,342,Quick Bites,9am to 4am(Mon-Sun),None,NEW,NEW
VCOOQ,495,North Indian,Delhi NCR,Sector 23-- Dwarka,https://www.zomato.com/ncr/vcooq-sector-23-dwarka-new-delhi/info,342,Quick Bites,8am to 4am(Mon-Sun),None,NEW,NEW
Knight Riders,500,"North Indian,Chinese",Delhi NCR,Sector 65-- Noida,https://www.zomato.com/ncr/knight-riders-sector-65-noida/info,342,Quick Bites,"12noon to 12midnight(Mon-Thu),3pm to 4am(Fri-Sun)",None,NEW,NEW
Thalis of Nation,500,"North Indian,South Indian,Healthy Food,Juices",Delhi NCR,Jangpura,https://www.zomato.com/ncr/thalis-of-nation-jangpura-new-delhi/info,342,none,24,None,NEW,NEW
Dil-E-Lazeez,0,"North Indian,Chinese,Awadhi",Delhi NCR,Vasant Kunj,https://www.zomato.com/ncr/dil-e-lazeez-vasant-kunj-new-delhi/info,342,none,1230pm to 1am(Mon-Sun),None,NEW,NEW
Lazy Drinks,300,"North Indian,Chinese,Beverages",Delhi NCR,Uttam Nagar,https://www.zomato.com/ncr/lazy-drinks-uttam-nagar-new-delhi/info,342,Quick Bites,8am to 4am(Mon-Sun),Not rated,-,-
Midnight Craving,500,"North Indian,Mughlai",Delhi NCR,Sector 10-- Noida,https://www.zomato.com/ncr/midnight-craving-sector-10-noida/info,342,none,"7pm to 4am(Mon,Wed,Thu,Fri,Sat,Sun),Closed...",Good,3.7,126
Masala Affair,400,"Chinese,North Indian,South Indian",Delhi NCR,Sector 110-- Noida,https://www.zomato.com/ncr/masala-affair-sector-110-noida/info,342,none,24,Average,3.3,42
Grilled Cheese & Co,500,Fast Food,Delhi NCR,Sector 7-- Dwarka,https://www.zomato.com/ncr/grilled-cheese-co-sector-7-dwarka-new-delhi/info,342,Quick Bites,12noon to 6am(Mon-Sun),Average,3.4,15
Da Talking Pots - Your Asian Kitchen,800,Asian,Delhi NCR,Greater Kailash 2 (GK2),https://www.zomato.com/ncr/da-talking-pots-your-asian-kitchen-greater-kailash-gk-2-new-delhi/info,342,none,NA,None,Opening,Opening
Atom Lounge And Bar,800,"North Indian,Chinese,Italian,Continental",Delhi NCR,Sector 20-- Dwarka,https://www.zomato.com/ncr/atom-lounge-and-bar-sector-20-dwarka-new-delhi/info,342,Lounge,11am to 1230AM(Mon-Sun),Excellent,4.6,125
New Punjabi Dhaba,300,North Indian,Delhi NCR,Rohini,https://www.zomato.com/ncr/new-punjabi-dhaba-1-rohini-new-delhi/info,342,Dhaba,"11am to 4pm,7pm to 11pm(Mon-Sun)",Average,3.1,763
Niti Shakes & Ice Cream Hub,200,"Desserts,Beverages",Delhi NCR,Netaji Subhash Place,https://www.zomato.com/ncr/niti-shakes-ice-cream-hub-netaji-subhash-place-new-delhi/info,342,Dessert Parlor,1130am to 1130pm(Mon-Sun),Good,3.7,162
Jhakkaas Bombay Pav Bhaji,200,Fast Food,Delhi NCR,Punjabi Bagh,https://www.zomato.com/ncr/jhakkaas-bombay-pav-bhaji-punjabi-bagh-new-delhi/info,342,none,12noon to 10pm(Mon-Sun),Good,3.9,296
Sharma Sweets,150,"Desserts,Street Food",Delhi NCR,Tagore Garden,https://www.zomato.com/ncr/sharma-sweets-tagore-garden-new-delhi/info,343,Dessert Parlor,"7am to 10pm(Mon,Wed,Thu,Fri,Sat,Sun),7am to ...",Good,3.8,113
