,name,address,phone,online_order,rest_type,cuisines,listed_in(type),book_table,rate,approx_cost(for two people),menu_item,listed_in(city)
4712,Cake Paradise,"17/1, 10th Cross, Canara Bank Colony, Jayanagar 3rd Block, Bangalore",+91 9845155844,Yes,Bakery,"Bakery, Desserts",Delivery,No,,350,"['Dil Pasand', 'Butterscotch Cake [1 kg]', 'Choco Butterscotch Cake [500 grams]', 'Normal Mixture [1 kg]', 'Special Mixture [1 kg]', 'Garlic Mixture [1 kg]', 'Khara Boondi [1 kg]', 'Masala Khodbele [1 kg]', 'Corn Flex [1 kg]', 'Salt Benne Muruku [1 kg]', 'Khara Benne Muruku [1 kg]', 'Khodbele [1 kg]', 'Salt Chips [100 grams]', 'Banana Chips [100 grams]', 'Congress Peanuts [100 grams]', 'Khara Peanuts [100 grams]', 'Moongdal [100 grams]', 'Urugal [100 grams]', 'Avarebele Peanut [100 grams]', 'Dil Pasand', 'Rusk [250 grams]', 'Milk Bread [1 Pound]', 'Special Bun [4 Pieces]', 'Butter Biscuits [1 kg]', 'Butter Cookies [1 kg]', 'Coconut Biscuits [1 kg]', 'Kara Biscuits [1 kg]', 'Khaju Biscuits [1 kg]', 'Cashew Biscuits [1 kg]', 'Coconut Crunchy [1 kg]', 'Special Rusk [1 kg]', 'Ragi Biscuit [1 kg]', 'Salt Biscuit [1 kg]', 'Chocolate Biscuit [1 kg]', 'Choco Vanilla [1 kg]', 'Bombay Salt Biscuit [1 kg]', 'Laddu [1 kg]', 'Peda [1 kg]', 'Jangir [1 kg]', 'Badshaw [1 kg]', 'Dryfruit Burfi [1 kg]', 'Horlicks Burfi [1 kg]', 'Boost Burfi [1 kg]', 'Mysore Pak [1 kg]', 'Milk Kalakand [1 kg]', 'Date Burfi [1 kg]', 'Fruit Muffin [4 Pieces]', 'Plain Cake [1 Box]', 'Fruit Cake [1 Box]', 'Plum Cake [1 Box]', 'Butter Cake [1 Box]', 'Eggless Fruit Muffin [4 Pieces]', 'Eggless Plain Cake [1 Box]', 'Eggless Butter Cake [1 Box]', 'Eggless Fruit Cake [1 Box]', 'Eggless Plum Cake [1 Box]', 'Pineapple Cake [1 kg]', 'Butterscotch Cake [1 kg]', 'Blueberry Cake [1 kg]', 'Vanilla Cake [1 kg]', 'Vanilla Butterscotch Cake [1 kg]', 'Strawberry Cake [1 kg]', 'Mango Cake [1 kg]', 'Litchi Cake [1 kg]', 'Chocolate Cake [1 kg]', 'Blackcurrant Cake [1 kg]', 'Mixed Fruit Cake [1 kg]', 'Chocolate Truffle Cake [1 kg]', 'Choco Butterscotch Cake [1 kg]', 'Black Forest Cake [1 kg]', 'Special Black Forest Cake [1 kg]', 'Chocolate Truffle Cake [1 kg]', 'Truffle With Black Forest Cake [1 kg]', 'Choco Vanilla Cake [1 kg]', 'Choco Butterscotch Cake [1 kg]', 'Dark Chocolate Cake [1 kg]', 'White Forest Cake [1 kg]', 'Choco Nuts Cake [1 kg]', 'Choco Rice Cake [1 kg]', 'Irish Coffee Cake [1 kg]', 'Celebration Chocolates Cake [1 kg]', 'Chocolate Brown Cake [1 kg]', 'Choco Oreo Cake [1 kg]', 'Fresh Pineapple Cake [1 kg]', 'Fresh Butterscotch Cake [1 kg]', 'Fresh Blueberry Cake [1 kg]', 'Fresh Vanilla Cake [1 kg]', 'Fresh Vanilla Butterscotch Cake [1 kg]', 'Fresh Strawberry Cake [1 kg]', 'Fresh Mango Cake [1 kg]', 'Fresh Litchi Cake [1 kg]', 'Fresh Blackcurrant Cake [1 kg]', 'Fresh Mixed Fruit Cake [1 kg]', 'Pineapple Cake [500 grams]', 'Butterscotch Cake [500 grams]', 'Blueberry Cake [500 grams]', 'Vanilla Cake [500 grams]', 'Vanilla Butterscotch Cake [500 grams]', 'Strawberry Cake [500 grams]', 'Mango Cake [500 grams]', 'Litchi Cake [500 grams]', 'Chocolate Cake [500 grams]', 'Blackcurrant Cake [500 grams]', 'Mixed Fruit Cake [500 grams]', 'Chocolate Truffle Cake [500 grams]', 'Choco Butterscotch Cake [500 grams]', 'Pineapple Cake [1 kg]', 'Butterscotch Cake [1 kg]', 'Blueberry Cake [1 kg]', 'Vanilla Cake [1 kg]', 'Vanilla Butterscotch Cake [1 kg]', 'Strawberry Cake [1 kg]', 'Mango Cake [1 kg]', 'Litchi Cake [1 kg]', 'Chocolate Cake [1 kg]', 'Blackcurrant Cake [1 kg]', 'Mixed Fruit Cake [1 kg]', 'Chocolate Truffle Cake [1 kg]', 'Choco Butterscotch Cake [1 kg]', 'Black Forest Cake [500 grams]', 'Chocolate Truffle Cake [500 grams]', 'Truffle With Black Forest Cake [500 grams]', 'Choco Vanilla Cake [500 grams]', 'Choco Butterscotch Cake [500 grams]', 'Dark Chocolate Cake [500 grams]', 'White Forest Cake [500 grams]', 'Choco Nuts Cake [500 grams]', 'Choco Rice Cake [500 grams]', 'Irish Coffee Cake [500 grams]', 'Celebration Chocolates Cake [500 grams]', 'Chocolate Brown Cake [500 grams]', 'Choco Oreo Cake [500 grams]', 'Black Forest Cake [1 kg]', 'Special Black Forest Cake [1 kg]', 'Chocolate Truffle Cake [1 kg]', 'Truffle With Black Forest Cake [1 kg]', 'Choco Vanilla Cake [1 kg]', 'Choco Butterscotch Cake [1 kg]', 'Dark Chocolate Cake [1 kg]', 'White Forest Cake [1 kg]', 'Choco Nuts Cake [1 kg]', 'Choco Rice Cake [1 kg]', 'Irish Coffee Cake [1 kg]', 'Celebration Chocolates Cake [1 kg]', 'Chocolate Brown Cake [1 kg]', 'Choco Oreo Cake [1 kg]', 'Fresh Pineapple Cake [500 grams]', 'Fresh Butterscotch Cake [500 grams]', 'Fresh Blueberry Cake [500 grams]', 'Fresh Vanilla Cake [500 grams]', 'Fresh Vanilla Butterscotch Cake [500 grams]', 'Fresh Strawberry Cake [500 grams]', 'Fresh Mango Cake [500 grams]', 'Fresh Litchi Cake [500 grams]', 'Fresh Chocolate Cake [500 grams]', 'Fresh Blackcurrant Cake [500 grams]', 'Fresh Mixed Fruit Cake [500 grams]', 'Fresh Pineapple Cake [1 kg]', 'Fresh Butterscotch Cake [1 kg]', 'Fresh Blueberry Cake [1 kg]', 'Fresh Vanilla Cake [1 kg]', 'Fresh Vanilla Butterscotch Cake [1 kg]', 'Fresh Strawberry Cake [1 kg]', 'Fresh Mango Cake [1 kg]', 'Fresh Litchi Cake [1 kg]', 'Fresh Chocolate Cake [1 kg]', 'Fresh Blackcurrant Cake [1 kg]', 'Fresh Mixed Fruit Cake [1 kg]', 'Chocolate Pastry', 'Honey Pastry', 'Special Honey Pastry', 'Choco Vanilla Pastry', 'Choco Vanilla Marble Pastry', 'Apple Pastry', 'Pineapple Pastry', 'Blueberry Pastry', 'Vanilla Pastry', 'Vanilla Butterscotch Pastry', 'Strawberry Pastry', 'Mango Pastry', 'Litchi Pastry', 'Blackcurrant Pastry', 'Mixed Fruit Pastry', 'Black Forest Pastry', 'Special Black Forest Pastry', 'Chocolate Truffle Pastry', 'Truffle With Black Forest Pastry', 'Choco Vanilla Pastry', 'Choco Butterscotch Pastry', 'Dark Chocolate Pastry', 'White Forest Pastry', 'Choco Nuts Pastry', 'Choco Rice Pastry', 'Irish Coffee Pastry', 'Celebration Chocolate Pastry']",Basavanagudi
4713,Cake Paradise,"17/1, 10th Cross, Canara Bank Colony, Jayanagar 3rd Block, Bangalore",+91 9845155844,Yes,Bakery,"Bakery, Desserts",Desserts,No,,350,[],Basavanagudi
4714,Cake Point,"Shikari Palya, Gollahalli Road, Hullimangala, Electronic City, Bangalore","+91 7022167513
+91 9880135075",No,Quick Bites,Bakery,Delivery,No,,300,[],Electronic City
4715,Cake Point,"Shikari Palya, Gollahalli Road, Hullimangala, Electronic City, Bangalore","+91 7022167513
+91 9880135075",No,Quick Bites,Bakery,Desserts,No,,300,[],Electronic City
4716,Cake Point,"Shikari Palya, Gollahalli Road, Hullimangala, Electronic City, Bangalore","+91 7022167513
+91 9880135075",No,Quick Bites,Bakery,Dine-out,No,,300,[],Electronic City
4717,Cake Point,"Shop 6, Site 4, New Thimana Layout, Belthur Colony, Kumdhena, Agar Hara Main Road, Kadugodi, Whitefield, Bangalore",+91 9999260516,No,Bakery,"Bakery, Desserts",Delivery,No,,500,[],Whitefield
4718,Cake Point,"Shop 6, Site 4, New Thimana Layout, Belthur Colony, Kumdhena, Agar Hara Main Road, Kadugodi, Whitefield, Bangalore",+91 9999260516,No,Bakery,"Bakery, Desserts",Desserts,No,,500,[],Whitefield
4719,Cake Spot,"Plot 56/A, Opposite Wipro Gate 5, Phase 1,Electronic City, Bangalore",+91 9903014552,No,Bakery,Bakery,Delivery,No,,400,[],Electronic City
4720,Cake Spot,"Plot 56/A, Opposite Wipro Gate 5, Phase 1,Electronic City, Bangalore",+91 9903014552,No,Bakery,Bakery,Desserts,No,,400,[],Electronic City
4721,Cake Town Cafe,"18 17/1, 2nd Floor, Ambalipura Sarjapur Main Road, Bellandur Gate, Bellandur, Bangalore",080 49652472,Yes,"Bakery, Dessert Parlor","Bakery, Desserts",Delivery,No,3.9/5,500,[],Bellandur
4722,Cake Town Cafe,"18 17/1, 2nd Floor, Ambalipura Sarjapur Main Road, Bellandur Gate, Bellandur, Bangalore",080 49652472,Yes,"Bakery, Dessert Parlor","Bakery, Desserts",Desserts,No,3.9/5,500,[],Bellandur
4723,Cake Town Cafe,"18 17/1, 2nd Floor, Ambalipura Sarjapur Main Road, Bellandur Gate, Bellandur, Bangalore",080 49652472,Yes,"Bakery, Dessert Parlor","Bakery, Desserts",Dine-out,No,3.9/5,500,[],Bellandur
4724,Cake Yard,"3/1 , Opposite Krishna Rao Park, Kanakapura Road, Basavanagudi, Bangalore","+91 7019271830
080 26611115",No,Dessert Parlor,Desserts,Delivery,No,3.4/5,250,[],Banashankari
4725,Cake Yard,"3/1 , Opposite Krishna Rao Park, Kanakapura Road, Basavanagudi, Bangalore","+91 7019271830
080 26611115",No,Dessert Parlor,Desserts,Desserts,No,3.4/5,250,[],Jayanagar
4726,Cake Yard,"348/349, 7th Block, 80 Feet Road, Opp. HDFC Bank, Koramangala 7th Block, Bangalore",080 22977722,No,Dessert Parlor,Desserts,Desserts,No,2.9 /5,250,[],BTM
4727,Cake Yard,"44/1, Bull Temple Road, Near Dodda Ganapati Temple, Basavanagudi, Bangalore","080 22977700
+91 7899761078",Yes,Dessert Parlor,Desserts,Delivery,No,3.3/5,250,[],Basavanagudi
4728,Cake Yard,"44/1, Bull Temple Road, Near Dodda Ganapati Temple, Basavanagudi, Bangalore","080 22977700
+91 7899761078",Yes,Dessert Parlor,Desserts,Desserts,No,3.3/5,250,"['Black Forest Cake [1 kg]', 'White Forest Cake [1 kg]', 'Chocolate Truffle Cake [1 kg]', 'Death by Chocolate Cake [1 kg]', 'Eggless Black Forest Cake [1 kg]', 'Eggless Pineapple Cake [1 kg]', 'Eggless Black Forest Cake [1 kg]', 'Eggless White Forest Cake [1 kg]', 'Eggless Butterscotch Cake [1 kg]', 'Eggless Litchi Cake [1 kg]', 'Eggless Mango Cake [1 kg]', 'Eggless Strawberry Cake [1 kg]', 'Eggless Blueberry Cake [1 kg]', 'Eggless Raspberry Cake [1 kg]', 'Eggless Choco Chips Cake [1 kg]', 'Eggless Truffle Carid Cake [1 kg]', 'Eggless Rich Chocolate Cake [1 kg]', 'Eggless Chocolate Truffle Cake [1 kg]', 'Eggless Mix Fruit Cake [1 kg]', 'Eggless Chocolate Fantasy Cake [1 kg]', 'Eggless Dream By Chocolate Cake [1 kg]', 'Eggless Choco Fudge Cake [1 kg]', 'Eggless Choco Mango Cake [1 kg]', 'Eggless Italian Cassata Cake [1 kg]', 'Eggless Death by Chocolate Cake [1 kg]', 'Eggless Honey Almond [1 Kg]', 'Eggless Vanilla Cake [1 kg]', 'Eggless Pineapple Cake [1 kg]', 'Eggless Strawberry Cake [1 kg]', 'Eggless Pista Cake [1 kg]', 'Eggless Chocolate Cake [1 kg]', 'Eggless Butterscotch Cake [1 kg]', 'Pineapple Cake [1 kg]', 'Black Forest Cake [1 kg]', 'White Forest Cake [1 kg]', 'Butterscotch Cake [1 kg]', 'Litchi Cake [1 kg]', 'Mango Cake [1 kg]', 'Strawberry Cake [1 kg]', 'Blueberry Cake [1 kg]', 'Raspberry Cake [1 kg]', 'Choco Chips Cake [1 kg]', 'Truffle Carid Cake [1 kg]', 'Rich Chocolate Cake [1 kg]', 'Chocolate Truffle Cake [1 kg]', 'Mix Fruit Cake [1 kg]', 'Chocolate Fantasy Cake [1 kg]', 'Dream By Chocolate Cake [1 kg]', 'Choco Fudge Cake [1 kg]', 'Choco Mango Cake [1 kg]', 'Italian Cassata Cake [1 kg]', 'Death by Chocolate Cake [1 kg]', 'Blackcurrent Cake [1 kg]', 'Pineapple Scotch Cake [1 kg]', 'Honey Almond Cake [1 kg]', 'Vanilla Cake [1 kg]', 'Pineapple Cake [1 kg]', 'Strawberry Cake [1 kg]', 'Pista Cake [1 kg]', 'Chocolate Cake [1 kg]', 'Butterscotch Cake [1 kg]']",Banashankari
4729,Cake of the Day,"295/B, 7th Main Road, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",080 22977725,No,"Bakery, Dessert Parlor",Bakery,Delivery,No,3.7/5,150,[],Banashankari
4730,Cake of the Day,"295/B, 7th Main Road, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",080 22977725,No,"Bakery, Dessert Parlor",Bakery,Desserts,No,3.7/5,150,[],Banashankari
4731,Cake of the Day,"Inside Nandhini Cool Joint, Near Nandhini Circle, 2nd Stage, HSR, Bangalore",+91 9980727598,No,"Bakery, Dessert Parlor",Bakery,Delivery,No,,150,[],HSR
4732,Cake of the Day,"Inside Nandhini Cool Joint, Near Nandhini Circle, 2nd Stage, HSR, Bangalore",+91 9980727598,No,"Bakery, Dessert Parlor",Bakery,Desserts,No,,150,[],HSR
4733,Cake of the Day,"OTC Road, Near Corporation Circle, Majestic, Bangalore","+91 9916761155
+91 9448091890",No,"Bakery, Dessert Parlor",Bakery,Delivery,No,3.5 /5,150,[],Lavelle Road
4734,Cake of the Day,"OTC Road, Near Corporation Circle, Majestic, Bangalore","+91 9916761155
+91 9448091890",No,"Bakery, Dessert Parlor",Bakery,Desserts,No,3.5 /5,150,[],Lavelle Road
4735,Cake of the Day,"OTC Road, Near Corporation Circle, Majestic, Bangalore","+91 9916761155
+91 9448091890",No,"Bakery, Dessert Parlor",Bakery,Delivery,No,3.5/5,150,[],Brigade Road
4736,Cake of the Day,"OTC Road, Near Corporation Circle, Majestic, Bangalore","+91 9916761155
+91 9448091890",No,"Bakery, Dessert Parlor",Bakery,Desserts,No,3.5/5,150,[],Brigade Road
4737,Cake of the Day,"OTC Road, Near Corporation Circle, Majestic, Bangalore","+91 9916761155
+91 9448091890",No,"Bakery, Dessert Parlor",Bakery,Delivery,No,3.5/5,150,[],Church Street
4738,Cake of the day,"Beside Subrahmanya Swamy Temple, 1st Cross, 1st Main, KHB Colony, Basaveshwara Nagar, Bangalore",080 22977770,No,"Takeaway, Delivery",Desserts,Delivery,No,3.3 /5,300,[],Rajajinagar
4739,Cake of the day,"Beside Subrahmanya Swamy Temple, 1st Cross, 1st Main, KHB Colony, Basaveshwara Nagar, Bangalore",080 22977770,No,"Takeaway, Delivery",Desserts,Desserts,No,3.3 /5,300,[],Rajajinagar
4740,Cake-O-Mania,"Amoda Valmark Central Excise Layout, Phase 2, Tejaswini Nagar, Dodda Kamanahalli Area, Bannerghatta Road",+91 9620902494,Yes,"Takeaway, Delivery","Bakery, Desserts",Delivery,No,3.4/5,300,[],Bannerghatta Road
4741,Cake-O-Mania,"Amoda Valmark Central Excise Layout, Phase 2, Tejaswini Nagar, Dodda Kamanahalli Area, Bannerghatta Road",+91 9620902494,Yes,"Takeaway, Delivery","Bakery, Desserts",Desserts,No,3.4/5,300,[],Bannerghatta Road
4742,CakeBerries,"K R Garden, Murugeshpalya, Old Airport Road, Bangalore",+91 9980887777,No,Bakery,"Bakery, Desserts",Delivery,No,3.7 /5,200,[],Old Airport Road
4743,CakeBerries,"K R Garden, Murugeshpalya, Old Airport Road, Bangalore",+91 9980887777,No,Bakery,"Bakery, Desserts",Desserts,No,3.7 /5,200,[],Old Airport Road
4744,CakeBox,"Udupi Bhavan 120/4, Harlur Main Road, Reliable Residency Layout, Phase 3, PWD Quarters, 1st Sector, HSR, Bangalore",+91 9164002233,Yes,Bakery,"Bakery, Desserts",Delivery,No,3.5/5,400,[],HSR
4745,CakeBox,"Udupi Bhavan 120/4, Harlur Main Road, Reliable Residency Layout, Phase 3, PWD Quarters, 1st Sector, HSR, Bangalore",+91 9164002233,Yes,Bakery,"Bakery, Desserts",Desserts,No,3.5/5,400,[],HSR
4746,CakeWalk,"437, 8th Main, Koramangala 4th Block, Bangalore","080 41463329
080 41463169",No,"Dessert Parlor, Bakery","Desserts, Bakery",Desserts,No,4.0 /5,300,[],Koramangala 6th Block
4747,CakeWalk,"437, 8th Main, Koramangala 4th Block, Bangalore","080 41463329
080 41463169",No,"Dessert Parlor, Bakery","Desserts, Bakery",Desserts,No,4.0 /5,300,[],Koramangala 5th Block
4748,CakeWalk,"754, Near Krishna Temple Road, Off 100 Feet Road, Indiranagar, Bangalore","080 25205393
080 41611644",No,Dessert Parlor,"Desserts, Bakery",Desserts,No,4.1/5,500,[],Indiranagar
4749,CakeZone,"1, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",080 43334321,Yes,Bakery,"Bakery, Desserts",Delivery,No,4.1/5,200,[],BTM
4750,CakeZone,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",080 43334321,Yes,"Takeaway, Delivery","Bakery, Desserts",Delivery,No,3.7/5,200,"['Red Velvet Cupcake', 'Chocolate Cupcake', 'Vanilla Cupcake', 'Butterscotch Cupcake', 'Strawberry Cupcake', 'Blueberry Cupcake', 'Black Forest Cupcake', 'Tiramisu Cupcake', 'Red Velvet Pastry', 'Black Forest Pastry', 'Pineapple Pastry', 'Chocolate Truffle Pastry', 'Irish Coffee Pastry', '3 Piece Pastry Box', '6 Piece Pastry Box', '9 Piece Pastry Box', '12 Piece Pastry Box', 'Chocolate Truffle Cake(1kg)', 'Chocolate Truffle Cake (500 Grams)', 'Layered Chocolate Truffle Cake (1kg)', 'Layered Chocolate Truffle Cake (500 Grams)', 'Choco Lava Cake', 'Blueberry', 'Strawberry']",Bannerghatta Road
4751,CakeZone,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",080 43334321,Yes,"Takeaway, Delivery","Bakery, Desserts",Desserts,No,3.7/5,200,[],Bannerghatta Road
4752,CakeZone,"19/3, 1st Floor, Chandranna Building, Mahadevpura, Marathahalli, Bangalore",080 39513573,No,Bakery,"Bakery, Desserts",Desserts,No,4.1 /5,500,[],Marathahalli
4753,CakeZone,"3 & 4, 6th Cross, 1st Main, 2nd Stage, BTM, Bangalore","080 39513573
+91 9916888854",No,Bakery,"Bakery, Desserts",Desserts,No,4.1 /5,500,[],BTM
4754,CakeZone,"3 & 4, 6th Cross, 1st Main, 2nd Stage, BTM, Bangalore","080 39513573
+91 9916888854",No,Bakery,"Bakery, Desserts",Desserts,No,4.1/5,500,[],Jayanagar
4755,CakeZone,"33/3, 1st Floor, Doddathogur Village, Opposite Velankani Gate 2, Electronic City, Bangalore",+91 9845957756,Yes,Bakery,"Bakery, Desserts",Desserts,No,3.2/5,500,[],Electronic City
4756,CakeZone,"346, 9th Main, 14th Cross, 2nd Stage, CMH Road, Indiranagar, Bangalore","080 39513573
+91 9916888854",No,Bakery,"Bakery, Desserts",Delivery,No,4.1 /5,500,[],MG Road
4757,CakeZone,"346, 9th Main, 14th Cross, 2nd Stage, CMH Road, Indiranagar, Bangalore","080 39513573
+91 9916888854",No,Bakery,"Bakery, Desserts",Desserts,No,4.1 /5,500,[],MG Road
4758,CakeZone,"346, 9th Main, 14th Cross, 2nd Stage, CMH Road, Indiranagar, Bangalore","080 39513573
+91 9916888854",No,Bakery,"Bakery, Desserts",Delivery,No,4.1/5,500,[],Indiranagar
4759,CakeZone,"346, 9th Main, 14th Cross, 2nd Stage, CMH Road, Indiranagar, Bangalore","080 39513573
+91 9916888854",No,Bakery,"Bakery, Desserts",Desserts,No,4.1/5,500,[],Indiranagar
4760,CakeZone,"35, 80 Feet Road, Srinivagilu Main Road, Beside Nilgiris Supermarket, Koramangala 4th Block, Bangalore","+91 7348939494
080 39513573",No,Bakery,"Bakery, Desserts",Desserts,No,3.9 /5,500,[],Koramangala 6th Block
4761,CakeZone,"35, 80 Feet Road, Srinivagilu Main Road, Beside Nilgiris Supermarket, Koramangala 4th Block, Bangalore","+91 7348939494
080 39513573",No,Bakery,"Bakery, Desserts",Desserts,No,3.9 /5,500,[],Koramangala 5th Block
4762,CakeZone,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",080 43334321,Yes,"Takeaway, Delivery","Bakery, Desserts",Delivery,No,3.8/5,200,"['Combo1', 'Combo3', 'Combo4', 'Red Velvet Cupcake', 'Chocolate Cupcake', 'Vanilla Cupcake', 'Butterscotch Cupcake', 'Strawberry Cupcake', 'Blueberry Cupcake', 'Black Forest Cupcake', 'Tiramisu Cupcake', 'Red Velvet Pastry', 'Vanilla Pastry', 'Black Forest Pastry', 'Pineapple Pastry', 'Chocolate Truffle Pastry', 'Death By Chocolate Pastry', 'Butterscotch Pastry', 'Irish Coffee Pastry', '3 Piece Pastry Box', '6 Piece Pastry Box', '9 Piece Pastry Box', '12 Piece Pastry Box', 'Red Velvet Jar Cake (large)', 'Red Velvet Jar Cake (mini)', 'Chocolate Jar Cake (large)', 'Chocolate Jar Cake (mini)', 'Butterscotch Jar Cake (large)', 'Butterscotch Jar Cake (mini)', 'Vanilla Jar Cake (large)', 'Vanilla Jar Cake (mini)', 'Pineapple Jar Cake (large)', 'Pineapple Jar Cake (mini)', 'Ferrero Rocher Jar Cake (large)', 'Ferrero Rocher Jar Cake (mini)', 'Tiramisu Jar Cake(large)', 'Tiramisu Jar Cake(mini)', 'Rasmalai Jar Cake(large)', 'Rasmalai Jar Cake(mini)', 'Chocolate Truffle Cake(1kg)', 'Chocolate Truffle Cake (500 Grams)', 'Black Forest Cake(1kg)', 'Black Forest Cake (500 Grams)', 'Vanilla Cake(1kg)', 'Vanilla Cake (500 Grams)', 'Pineapple Cake(1kg)', 'Pineapple Cake (500 Grams)', 'Butterscotch Overload Cake(1kg)', 'Butterscotch Overload Cake (500 Grams)', 'Mango Gateaux Cake(1kg)', 'Mango Gateaux Cake (500 Grams)', 'Ferrero Rocher Cake(1kg)', 'Ferrero Rocher Cake (500 Grams)', 'Choco Velvet Cake(1kg)', 'Choco Velvet Cake (500 Grams)', 'Chocolate Overload Cake (1kg)', 'Chocolate Overload Cake (500 Grams)', 'Irish Coffee Cake (1kg)', 'Irish Coffee Cake (500 Grams)', 'Layered Chocolate Truffle Cake (1kg)', 'Layered Chocolate Truffle Cake (500 Grams)', 'Choco Lava Cake', 'Red Velvet Sundae', 'Chocolate Sundae', 'Vanilla Sundae', 'Blueberry Sundae', 'Butterscotch Sundae', 'Chocolate Brownie Cake Shake', 'Anjeer Cake Shake', 'Vanilla Cake Shake', 'Blueberry Cake Shake', 'Red Velvet Cheese Cake Shake', 'Butterscotch Cake Shake']",Brookefield
4763,CakeZone,"79, Annaiah Reddy Building, Shop No.- 3&4, Devarabisanahalli, Bellandur, Bangalore",080 39513573,No,Bakery,"Bakery, Desserts",Delivery,No,3.7/5,500,[],Bellandur
4764,CakeZone,"79, Annaiah Reddy Building, Shop No.- 3&4, Devarabisanahalli, Bellandur, Bangalore",080 39513573,No,Bakery,"Bakery, Desserts",Desserts,No,3.7/5,500,[],Bellandur
4765,CakeZone,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",080 43334333,Yes,"Takeaway, Delivery","Bakery, Desserts",Delivery,No,NEW,200,[],Electronic City
4766,Cakea,"#342 Moula Building, Shikaripalya, Bellahalli Road, Electronic City, Bangalore",+91 9606633163,No,Delivery,Bakery,Delivery,No,NEW,300,[],Electronic City
4767,Cakea,"#342 Moula Building, Shikaripalya, Bellahalli Road, Electronic City, Bangalore",+91 9606633163,No,Delivery,Bakery,Desserts,No,NEW,300,[],Electronic City
4768,Cakebuy,"1 B, Krishnamurthy Complex, Kodichikkanahalli Road, Bannerghatta Road, Bangalore",+91 8496934114,Yes,Dessert Parlor,Desserts,Delivery,No,3.9/5,350,"['Black Forest Cake [500 grams]', 'Black Forest Cake [1 Kg]', 'Butterscotch Cake [500 grams]', 'Butterscotch Cake [1 Kg]', 'Pineapple Cake [500 grams]', 'Pineapple Cake [1 Kg]', 'Choco Mocha Cake [500 grams]', 'Belgian Chocolate Truffle Cake [500 grams]', 'Strawberry Cheesecake in Jar', 'Black Forest Cake [500 grams]', 'Black Forest Cake [1 Kg]', 'Butterscotch Cake [500 grams]', 'Butterscotch Cake [1 Kg]', 'Pineapple Cake [500 grams]', 'Pineapple Cake [1 Kg]', 'Choco Mocha Cake [500 grams]', 'Mango Cake [500 grams]', 'Belgian Chocolate Truffle Cake [500 grams]', 'Chocolate Oreo [500 grams]', 'Red Velvet Cake 500 grams]', 'Red Velvet Cake in Jar', 'Hazelnut Nutella Cake in Jar', 'Tiramisu Cake in Jar', 'Blueberry Cheesecake in Jar', 'Strawberry Cheesecake in Jar', 'Chocolate Peanut Butter New York Cheesecake', 'Oreo Cake in Jar', 'Nutella Chocolate Cake in Jar', 'Ultimate Red Velvet Cheesecake']",Bannerghatta Road
4769,Cakebuy,"1 B, Krishnamurthy Complex, Kodichikkanahalli Road, Bannerghatta Road, Bangalore",+91 8496934114,Yes,Dessert Parlor,Desserts,Desserts,No,3.9/5,350,[],Bannerghatta Road
4770,Cakecraft,"42/12, 3rd Floor, SV Residency, 1st Cross, North Main, Opposite Yediyur Lake, 6th Block, Jayanagar, Bangalore",+91 9738477480,No,Takeaway,Desserts,Desserts,No,,350,[],Banashankari
4771,Cakeport,"19, Mysore Deviation Road, Gopalapuram, Magadi Road, Bangalore",+91 9036500001,No,Bakery,"Bakery, Desserts",Delivery,No,,500,[],Rajajinagar
4772,Cakeport,"19, Mysore Deviation Road, Gopalapuram, Magadi Road, Bangalore",+91 9036500001,No,Bakery,"Bakery, Desserts",Desserts,No,,500,[],Rajajinagar
4773,Cakeport,"7/38, 11st Main, 30th Cross, 4th Block, Jayanagar, Bangalore","080 23400342
+91 9036500001",No,Bakery,Bakery,Desserts,No,3.4/5,400,[],Jayanagar
4774,Cakeport,"7/38, 11st Main, 30th Cross, 4th Block, Jayanagar, Bangalore","080 23400342
+91 9036500001",Yes,Bakery,Bakery,Delivery,No,3.4/5,400,[],Basavanagudi
4775,Cakeport,"7/38, 11st Main, 30th Cross, 4th Block, Jayanagar, Bangalore","080 23400342
+91 9036500001",Yes,Bakery,Bakery,Desserts,No,3.4/5,400,[],Basavanagudi
4776,Cakeport,"712, 61st Cross Rd, Bashyam Circle, Rajajinagar, Bangalore",+91 9980010324,Yes,Dessert Parlor,Bakery,Delivery,No,3.4 /5,400,"['German Choco Cake', 'Blueberry Cake', 'Pineapple Delight Cake', 'Black Forest Cake', 'Choco Almond', 'Italian Cassata Cake', 'German Choco Cake', 'Blueberry Cake', 'Pineapple Delight Cake', 'White Forest Cake', 'Black Forest Cake', 'Strawberry Cake']",Malleshwaram
4777,Cakeport,"712, 61st Cross Rd, Bashyam Circle, Rajajinagar, Bangalore",+91 9980010324,Yes,Dessert Parlor,Bakery,Desserts,No,3.4 /5,400,[],Rajajinagar
